"PopID" "X_Pops" "Y_Pops" "R90" "R60" "R30" "NSRangeTrans_30" "Elevation" "MAT" "MWMT" "MCMT" "TD" "log.MAP." "log.MSP." "AHM" "SHM" "DD0" "DD5" "NFFD" "bFFP" "eFFP" "FFP" "PAS" "EMT" "EXT" "Eref" "CMD"
"26" 26 323 164 TRUE TRUE FALSE 3 1155.73163447075 1.77882354978985 13.9578331378307 -11.5478028166255 25.5061577370936 6.44541922979836 5.8826749085316 19.1806628262045 40.5886736090836 1328.98307350809 1026.5724007824 144.033562661122 156.426065414299 250.048847432506 93.6236329769818 221.038291608535 -43.3210185565618 31.9135451037935 511.990593430129 113.122040438068
"27" 27 303 345 TRUE TRUE TRUE 3 963.688742385812 0.432386820243699 14.1559017932382 -15.158932361048 29.3116634819409 6.31249968093106 5.72295199476291 18.9115553042439 47.675425326722 1758.06702928568 1008.70644482678 141.624220909626 155.352701345398 247.755844757728 92.485449553684 209.132941365443 -44.2020598660282 32.2754706567935 485.721276964552 142.449938032643
"28" 28 83 156 TRUE TRUE TRUE 1 911.894923064196 2.35437663719919 13.3005580292898 -9.84925811957113 23.1504697119931 6.40652121429866 5.5032384404785 20.7994204608368 55.4215849216237 1105.26046831076 970.278893751203 147.546021428858 162.417575447692 251.956484912464 89.7668742922452 270.251167878901 -40.1671608171438 31.9004177171347 502.564509823709 209.044473658294
"29" 29 88 126 TRUE FALSE FALSE 0 1048.53739770567 2.13119072857058 13.1443199680168 -9.95993937276148 23.0994438634365 6.36714244127593 5.52446038125144 21.5072390164424 54.4298004227382 1144.21209972221 944.156122209059 139.31540714837 165.43003928605 247.86849362043 82.4290846793581 252.814860183578 -41.3139372614464 32.0226255654431 518.012399857141 211.406429743697
"30" 30 194 211 TRUE FALSE FALSE 0 962.211902155942 1.64746563542338 14.3120563029037 -12.1714511397265 26.4830308021328 6.39423461951191 5.81430754184113 19.6828866338996 43.5187001228518 1416.59181481773 1070.40152019518 148.545462147804 152.275573826064 251.394696029425 99.1462056465421 214.398784147023 -43.6603596600511 31.9660116442199 500.094281126488 126.418024507858
"31" 31 187 220 TRUE TRUE TRUE 0 944.912532567798 1.54295707680744 14.2752322444319 -12.3159295402353 26.5905550192842 6.38311930712093 5.79327193198648 19.7216632127914 44.3310646601376 1440.65204079534 1060.61880984899 147.781860630774 153.074798218174 250.887916677303 97.8495493991281 215.752913796638 -43.7789726329746 31.982776760183 498.556303227109 131.815422508351
"32" 32 81 95 TRUE TRUE FALSE 1 1074.96669414162 2.43879172542096 13.4346580297035 -9.38386266869374 22.8165458423979 6.4313364894104 5.59521776352363 20.930597165285 51.8958854796791 1101.11604189122 993.875362554876 145.68227487941 161.954307575715 250.414583851411 88.4264955594507 255.561860367852 -40.4192328237115 32.2489288480978 525.66483545608 198.078971305534
"33" 33 51 303 TRUE TRUE TRUE 0 915.383088199767 1.44139073863328 13.599084178325 -11.7919313466976 25.3817602264874 6.44358310790718 5.6612188719951 18.5280277388636 48.3540995332951 1378.89540592777 968.752647836651 144.562477310899 159.73586324094 250.980603606726 91.2139041982563 270.889891814916 -42.4461281498525 31.6410707369159 484.410640651227 161.127924679747
"34" 34 342 57 TRUE TRUE FALSE 0 1317.36908467706 2.28596875659592 14.230223292439 -10.2191557936775 24.4471948597222 6.44583010697724 5.75762206969346 20.4363942746182 47.1119080289203 1191.02163425325 1056.57243916872 143.695391466177 159.198875696865 249.274931928787 90.1091389873526 257.716445432399 -42.0576664834197 32.9523470196376 546.159472356296 170.621135266246
"35" 35 331 164 TRUE FALSE FALSE 0 1159.60629370563 1.78521473870392 13.9566492128183 -11.5199570505385 25.4767308631915 6.44526775335862 5.87030073699986 19.2121545737493 41.1287194319785 1326.32310847131 1025.8683771337 143.949152000333 156.683431352931 249.956951293507 93.2760088155646 224.498473804908 -43.2289514606653 31.9661795991817 513.111648822266 117.143967094186
"36" 36 282 43 TRUE FALSE FALSE 0 1455.09378218228 2.02197681696314 13.9107936992865 -10.2769340699046 24.186229726194 6.52530080313177 5.76056849384125 18.589260002265 46.0942508871798 1211.60675304155 998.323161065113 139.920493726954 163.414859238308 248.435219469278 85.0346810009245 310.947313972398 -42.1085360887412 32.4890334169104 535.222426476778 160.025955731629
"37" 37 129 290 TRUE TRUE TRUE 2 936.871256813838 1.21869106354719 13.9253671451393 -12.4955253274068 26.4206776034283 6.37004142839687 5.71534688034327 19.4718611719413 47.0973540180138 1479.00772977876 998.020849068526 144.612923978673 157.576805636449 249.744134317629 92.1524967319091 228.749348493781 -43.4071829943848 31.7639466612125 485.298282825123 143.398385969979
"38" 38 270 306 TRUE TRUE FALSE 0 861.514247789568 -0.742739921058609 14.4046725824998 -18.5645382792093 32.9567749544306 6.20890836038491 5.67737066507677 18.4690651974138 50.1732937036805 2140.02787126198 1002.12247891359 138.769018200694 153.54711062808 245.673497344201 92.3415003011503 182.858273048338 -45.396728553314 32.5452774669705 466.905532447458 144.691697789618
"39" 39 130 4 TRUE TRUE TRUE 0 898.566556760328 4.68599116806471 14.5348022317862 -4.63671274565516 19.2176665964649 7.14551669797208 5.77177522122036 13.9799876840767 46.9087301492209 673.694927241819 1224.04266245163 187.054698044696 151.338964706516 268.376988982066 117.487533707407 347.425567206748 -31.9940623641345 33.1426358891781 574.194395086537 165.227376278392
"40" 40 108 136 TRUE TRUE FALSE 0 1085.76141378696 1.76128133425544 12.4625255184157 -10.2901292297998 22.7515854342455 6.33764922474758 5.51407174508983 21.2067482467218 51.9474299020245 1174.02377591424 852.454851385137 132.223537326044 170.227091178524 245.814539437006 75.463628071727 250.632409032823 -41.8588122977256 31.4411806371954 504.72071273693 203.186009130464
"41" 41 82 344 TRUE TRUE TRUE 0 933.277126883345 1.02490750214095 13.8866777427004 -12.9928523096287 26.8818922703472 6.37710290940572 5.68357005612207 18.9128637365915 48.4357219317288 1537.054623931 989.728764888773 142.99520024844 158.761469606516 249.454360828086 90.6721571789989 239.724074319097 -43.7053254907803 31.8918094750335 483.067382674816 152.373908112579
"42" 42 181 74 TRUE FALSE FALSE 2 1206.49488435463 2.85162639617045 13.8303644946562 -8.60820794596758 22.4415923657068 6.27447349853938 5.52588759534342 25.5250208314441 56.9265479622842 1005.2584904373 1038.86538158597 143.515363480228 163.315878694278 248.390412294699 84.896423533083 221.394439808893 -39.8107815537278 33.2264212661887 556.818840214692 247.081386762113
"43" 43 157 21 TRUE FALSE FALSE 0 1212.44248857044 3.08954078988877 13.9903840620342 -7.92531640741113 21.9219977085917 6.55817281169578 5.57701355132922 20.0068498651071 55.5315883311967 956.828199936973 1064.57726736476 151.50719530312 159.987746009079 253.631637235811 93.686452645054 331.030630336419 -38.3001284694227 33.0444217094061 553.917136365777 218.478549327702
"44" 44 161 351 TRUE TRUE TRUE 0 836.329256908172 0.541501294895575 14.4078947520598 -14.6122164739745 29.0374179574868 6.31654234171769 5.73772293312871 19.1362897804422 47.3880166995878 1739.3556784048 1036.61062635819 142.699681916303 155.614408472069 248.644257942113 92.9959360325252 203.34588663613 -45.0008694560918 32.1691844789082 487.001230007532 137.16241852012
"45" 45 30 22 TRUE TRUE FALSE 0 1090.12965887393 2.69908006732467 13.7879798026539 -8.97698830757592 22.7677098025324 6.51710503245396 5.66153552735844 19.7438055215587 49.9118974113789 1071.22023356884 1044.35288946993 152.611893256785 158.145164434405 253.470880712928 95.3386498943865 270.976361725604 -39.4607218032831 32.4356911636025 530.285601173589 182.734696337336
"46" 46 153 326 TRUE TRUE TRUE 0 700.733918325816 0.282721455891286 14.938429039607 -15.516521451708 30.4614885944503 6.25388076902895 5.74645820382055 19.8411194275264 48.1865480559192 1868.18358728501 1083.99221854573 142.715588401486 154.223235118878 248.511153972574 94.2715969633152 173.897639862137 -46.4015418887462 32.429810110026 487.675782933605 136.164384353073
"47" 47 15 256 TRUE FALSE FALSE 1 839.109599108688 1.59661503052765 13.3236062532653 -11.1485627517029 24.4630235578572 6.51465953374681 5.64154585763393 17.5448409128279 48.0107878563957 1296.48866749833 939.787887698178 145.502821607958 161.068368498014 252.430605648697 91.325325497807 304.038616739279 -41.6243628138262 31.267250841284 478.169647075188 167.577868402067
"48" 48 220 94 TRUE TRUE TRUE 0 1199.53911078658 2.46958386267108 13.9302585569723 -9.62159266665635 23.5444964262412 6.49794005539962 5.72982996854177 19.818507483532 47.9021686115857 1118.87983265492 1036.95075440652 146.201421185428 159.179597192614 250.641625551942 91.494789967218 287.226720418529 -40.8929038346228 32.6205563056104 534.380282372255 172.585954626387
"49" 49 189 55 TRUE TRUE TRUE 2 1256.88233477545 3.40473206910572 14.5037529602998 -7.83409217487297 22.3532930063055 6.22336015469264 5.45201603039572 27.5592494393296 63.8410492766305 924.236468141642 1132.5251066264 155.248470369376 156.900894610169 254.251271199122 97.6541545079314 201.206979221992 -38.1943519571636 33.7348985587357 568.807761190235 272.402555177663
"50" 50 120 22 TRUE FALSE FALSE 0 1066.03780823384 3.51265955666436 14.0325286760678 -7.0637281929452 21.1162319354261 6.74874957209324 5.67087520133041 17.8732166226798 50.3106497821718 891.762715480391 1106.21660747031 163.595015582777 157.009275902124 258.336295998847 101.504373504566 312.385515583804 -36.4733867498934 32.8249969071661 553.364791467362 188.529479029766
"51" 51 249 69 TRUE TRUE FALSE 0 1634.66559776455 0.774433305479615 12.3404937666621 -10.9279381697605 23.2689075403267 7.03903186707122 6.01996779190684 11.2056875544771 32.5474323544543 1377.73951614718 785.393138041896 129.061583684033 168.26990028152 243.872122014614 75.5861068516953 754.392583759152 -43.6819071988817 31.180238138785 456.80355557276 74.2617949004987
"52" 52 19 358 TRUE TRUE TRUE 0 948.224296938351 0.817737366778355 13.7271591664075 -13.30109247723 27.0268009865378 6.37350896331517 5.64811495574498 18.5374706381818 49.586466572949 1578.7141177846 963.536585687815 141.186919270328 160.40886798026 249.02513731687 88.5997427216674 248.296818610353 -44.045284676894 31.8034522325611 474.030137889789 157.814668715036
"53" 53 273 68 TRUE TRUE TRUE 3 1431.09452062055 1.86215128502337 13.57081986384 -10.7154080669791 24.2835253717911 6.49158697090971 5.84481650650227 18.7420477962667 40.8808857838888 1239.30538508228 967.380568830608 135.94810286118 164.688435887351 245.867233113938 81.28739409823 268.494859316614 -43.083720323573 32.3723184383532 534.786746788385 128.612843788501
"54" 54 12 134 TRUE TRUE FALSE 0 857.282996529229 3.15190825309927 13.7889131485894 -8.09122148012701 21.88052391202 6.60034357640255 5.69673508776723 18.5630506024255 47.9005380849064 990.931253532486 1082.00893118114 168.07821174253 151.770824670376 260.159198388961 108.371397161214 249.689886880539 -37.3085731955445 32.0660367378777 508.6490219086 160.756020939959
"55" 55 95 83 TRUE FALSE FALSE 1 1096.31650411633 2.54939064638819 13.4375631848759 -9.07939049629555 22.5161432335745 6.4401246990303 5.59702943432107 21.0567884989646 51.7898317866889 1076.55301621403 1001.25264445371 146.829043572325 161.689413771287 250.76854392623 89.0440002045295 253.791861498802 -40.0654320281352 32.3224261900066 530.140979472487 200.023478606112
"56" 56 119 8 TRUE TRUE TRUE 2 611.986179192423 6.39941873235342 15.1435414384419 -1.06424146983147 16.2921700621268 7.72470352984138 5.92202246824174 8.30495615906617 41.1169661556294 355.784420647139 1390.12961459731 221.920448714745 143.251681411898 283.047969863523 140.636709311683 384.126717571699 -25.3933755778626 33.4557297550593 601.434292137514 128.271548080636
"57" 57 191 235 TRUE FALSE FALSE 2 790.628463450776 1.1086807714434 14.6233147338334 -13.8742691689597 28.4979543894269 6.24676445699921 5.72220061943844 21.5987183976402 48.2988793037945 1627.9244658539 1095.81333767456 146.198202499261 152.891679394068 248.743270079457 95.873625581931 175.28148915372 -46.2300391537557 32.6412401342093 507.634466001577 163.34903688565
"58" 58 230 310 TRUE FALSE FALSE 0 812.863817233994 -0.787336443051184 14.3356772365045 -18.4354938298871 32.7696460467107 6.16062981561244 5.6388952353784 19.352504088384 51.7635602392122 2139.72786764544 995.333075528834 138.807643274797 153.129569004571 246.03472915093 92.895658396051 173.933307150511 -46.3622287233176 32.1946728334384 461.420042389057 147.392527114052
"59" 59 120 196 TRUE TRUE TRUE 0 894.79406869962 2.0224286337172 13.6524134049205 -10.6531606352662 24.3098565183311 6.4959291620895 5.65536048635595 18.6035848967591 48.8486491630271 1216.50637439367 988.475711186235 148.47954068879 159.551116139228 251.879676268155 92.1874177414183 302.223663363872 -41.4004766123558 31.800420943136 492.127698024676 165.446437216636
"60" 60 145 285 TRUE TRUE FALSE 0 960.969979834707 1.04634920463539 13.8788952169384 -12.6522570024672 26.5304761571381 6.36196860182881 5.75574599685978 19.2710175304573 45.1889403714698 1519.32728182906 984.932751153406 143.666640540771 157.209412564392 249.089316346256 91.8803170062683 217.107290709418 -43.7460156350156 31.5738243884621 479.800560247307 127.301181768706
"61" 61 173 262 TRUE TRUE TRUE 2 847.090202751319 0.608559607148395 14.3772192965566 -14.0223111886361 28.3992840764282 6.23587162737755 5.74691532122193 20.8454324979726 46.0883593573463 1702.46447899916 1020.91270199107 143.208271743764 155.188688454835 246.632558878939 91.4518024070528 165.876540327969 -46.4410988168732 31.6041090068397 478.941881038852 130.270006892606
"62" 62 27 135 TRUE FALSE FALSE 1 904.7947416571 2.84632898917083 13.7479934492494 -8.80362306839203 22.5519043017008 6.55006972430393 5.66775640187896 19.0713502184456 49.0856308659333 1045.3191108583 1055.11030453644 159.577324313893 155.282224591205 256.697188286593 101.397796302077 263.029228003197 -38.6609503150508 32.1349567736819 512.233207519047 172.636828272707
"63" 63 308 280 TRUE FALSE FALSE 3 968.637594874583 0.757720646812492 14.2646965436854 -14.7220275695449 28.9794080048364 6.32467603437556 5.76214055778257 19.3966487420307 46.2759301958909 1674.30253909169 1033.61997144869 142.96514617813 154.660599211216 248.32934791223 93.6927633633193 201.988741490787 -44.0889180982014 32.3169187005006 497.965535343562 139.638096431741
"64" 64 128 162 TRUE TRUE TRUE 0 934.839358708226 2.36506258209384 13.5316391242202 -10.1112278111097 23.6528118006998 6.4186584965416 5.642494405775 20.4723358957612 48.6616834490495 1130.33545020195 1004.18378862381 146.529114105087 161.121484228996 251.092208104027 89.9562436669827 253.928194364173 -41.1874341795578 32.1975322645325 513.172540371152 183.489353737458
"65" 65 105 319 TRUE TRUE FALSE 0 920.607590812525 1.23540755376831 13.9856311738147 -12.5928154570792 26.582183423758 6.38346583388223 5.70772466298347 19.2389924282858 47.6031277407308 1486.39562423572 1008.16908077462 144.682988792357 157.598490959714 249.948182230272 92.3256612373473 234.792608156427 -43.3267730829773 31.9262651865855 489.653076050788 148.902696638243
"66" 66 86 61 TRUE FALSE FALSE 1 680.438725565142 5.1748964855289 13.9093472053809 -3.54811138034585 17.4586199068052 6.8921530302216 5.75174052902033 16.3017076795514 45.5298973238685 635.792894030661 1269.97747118598 215.591225086269 134.348268099799 278.28532834156 143.933922970212 179.771914399724 -29.0145092581343 31.916390032142 528.648752987229 135.700400754137
"67" 67 346 289 TRUE TRUE FALSE 0 1029.83167758488 1.19411526603332 14.1250056333236 -13.3092088946841 27.4306663854382 6.37184277151965 5.77551846134976 19.3927721068726 45.43986433768 1526.04675049682 1029.01088660305 143.798354545066 155.708521243617 249.12765079385 93.4334557351914 217.183975960603 -43.5244177304491 32.2008823856432 503.264712854131 138.46666768675
"68" 68 207 238 TRUE FALSE FALSE 2 834.27845055027 0.900740411582349 14.5692587920202 -14.6107934799734 29.1821570728103 6.21904320810718 5.68555443118358 21.9379278858193 50.2498359917133 1671.75823343411 1086.12803873973 147.426232311619 150.334439597366 249.555168081813 99.3715100234163 176.343042598152 -45.7076056794872 32.3790338373007 494.400370690184 158.785501627876
"69" 69 287 129 TRUE TRUE FALSE 3 1212.21434472487 1.84193064494124 13.8935273052339 -11.419303112153 25.3098303158811 6.45069287252181 5.96439200040179 19.1531965308879 36.8147220601544 1306.41337276786 1025.39903249425 142.289279670728 156.746628915151 249.388334978504 92.5727609763018 202.165185009247 -44.0812848269183 31.9052501973961 516.057002640182 88.3876588067894
"70" 70 334 228 TRUE TRUE TRUE 0 1050.22821130995 1.26985116824851 14.0952828104934 -13.1991191726335 27.2885283353374 6.38887856534187 5.8328249705302 19.2249997246897 42.7821644359144 1497.08704161691 1027.76436425161 143.809653764827 155.739930168976 249.208553968103 93.4028707084376 209.230340347285 -43.7210483227029 31.9944865739277 504.335699979419 122.576417020656
"71" 71 158 344 TRUE FALSE FALSE 0 808.033928390671 0.46647740795077 14.4993220336352 -14.8012874977766 29.3209699796398 6.30961692464522 5.74449751474859 19.13040307986 47.2706551172787 1769.54919606343 1043.96922818058 142.590375013532 155.445704936283 248.586853234972 93.1117932630736 198.69284747202 -45.3055842996635 32.190897800003 486.445287723924 134.773174368176
"72" 72 33 164 TRUE TRUE FALSE 0 786.720317245512 3.13588790749859 13.934734646661 -8.42124889597026 22.3553585582118 6.62076378947629 5.67596349019163 18.1598748728363 49.0334395615966 990.038160481387 1091.33818814858 165.347533407275 152.768879486125 259.70910505445 106.913073962736 281.999514141034 -37.7641215004668 32.1648568770194 509.646239329312 171.964620181514
"73" 73 80 353 TRUE FALSE FALSE 0 933.956993273902 0.855999751025986 13.8704534679692 -13.3558748128484 27.2287269800254 6.36485406364426 5.67449930246027 18.7966544089127 48.8003394778121 1583.8642201816 981.933350943343 141.947975772945 159.201276043945 249.039572208205 89.8194840289033 238.263434384242 -44.0778680227608 31.874896335619 478.736251923875 152.428594152024
"74" 74 161 20 TRUE TRUE FALSE 0 1218.5555826474 3.12754013292593 14.0222166621437 -7.84501135110732 21.8730959434657 6.56953490327518 5.57492205620409 19.8961042572772 55.8938343558651 947.858309614819 1068.30826956528 151.889078664767 159.782066678229 253.877761678055 94.1354558991762 341.230725480904 -38.1804509089257 33.1055411794809 555.430159474889 219.894866321223
"75" 75 228 170 TRUE TRUE TRUE 0 1114.78953838005 1.88341322586372 13.8623736819422 -11.2053477132343 25.0692547241275 6.44241446097418 5.93617160391768 19.2357519695677 37.6724750332101 1297.57917017847 1025.93869022348 145.9961926947 154.9402657406 251.593941851016 96.6289362381287 200.99235541061 -43.6008446680033 31.416594485679 500.024333631739 88.2834256442
